abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,classfication,japanese_name,name,pokedex_number,base_total,hp,attack,defense,special_attack,special_defense,speed,type1,type2
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,Ball Roll Pokémon,Todogglerトドグラー,Sealeo,364,410,90,60,70,75,70,45,ice,water
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,Ice Break Pokémon,Todoserugaトドゼルガ,Walrein,365,530,110,80,90,95,90,65,ice,water
"['Shell Armor', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Bivalve Pokémon,Pearluluパールル,Clamperl,366,345,35,64,85,74,55,32,water,
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Deep Sea Pokémon,Huntailハンテール,Huntail,367,485,55,104,105,94,75,52,water,
"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,South Sea Pokémon,Sakurabyssサクラビス,Gorebyss,368,485,55,84,105,114,75,52,water,
"['Swift Swim', 'Rock Head', 'Sturdy']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,Longevity Pokémon,Glanthジーランス,Relicanth,369,485,100,90,130,45,65,55,water,rock
"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Rendezvous Pokémon,Lovecusラブカス,Luvdisc,370,330,43,30,55,40,65,97,water,
"['Rock Head', 'Sheer Force']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,Rock Head Pokémon,Tatsubayタツベイ,Bagon,371,300,45,75,60,40,30,50,dragon,
"['Rock Head', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,Endurance Pokémon,Komoruuコモルー,Shelgon,372,420,65,95,100,60,50,50,dragon,
"['Intimidate', 'Moxie']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,Dragon Pokémon,Bohmanderボーマンダ,Salamence,373,700,95,145,130,120,90,120,dragon,flying
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,Iron Ball Pokémon,Dumbberダンバル,Beldum,374,300,40,55,80,35,60,30,steel,psychic
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,Iron Claw Pokémon,Metangメタング,Metang,375,420,60,75,100,55,80,50,steel,psychic
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,Iron Leg Pokémon,Metagrossメタグロス,Metagross,376,700,80,145,150,105,110,110,steel,psychic
"['Clear Body', 'Sturdy']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,Rock Peak Pokémon,Regirockレジロック,Regirock,377,580,80,100,200,50,100,50,rock,
"['Clear Body', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,Iceberg Pokémon,Regiceレジアイス,Regice,378,580,80,50,100,100,200,50,ice,
"['Clear Body', 'Light Metal']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,Iron Pokémon,Registeelレジスチル,Registeel,379,580,80,75,150,75,150,50,steel,
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,Eon Pokémon,Latiasラティアス,Latias,380,700,80,100,120,140,150,110,dragon,psychic
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,Eon Pokémon,Latiosラティオス,Latios,381,700,80,130,100,160,120,110,dragon,psychic
['Drizzle'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Sea Basin Pokémon,Kyogreカイオーガ,Kyogre,382,770,100,150,90,180,160,90,water,
['Drought'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,Continent Pokémon,Groudonグラードン,Groudon,383,770,100,180,160,150,90,90,ground,
['Air Lock'],0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,Sky High Pokémon,Rayquazaレックウザ,Rayquaza,384,780,105,180,100,180,100,115,dragon,flying
['Serene Grace'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,Wish Pokémon,Jirachiジラーチ,Jirachi,385,600,100,100,100,100,100,100,steel,psychic
['Pressure'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,DNA Pokémon,Deoxysデオキシス,Deoxys,386,600,50,95,90,95,90,180,psychic,
"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Tiny Leaf Pokémon,Naetleナエトル,Turtwig,387,318,55,68,64,45,55,31,grass,
"['Overgrow', 'Shell Armor']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Grove Pokémon,Hayashigameハヤシガメ,Grotle,388,405,75,89,85,55,65,36,grass,
"['Overgrow', 'Shell Armor']",2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,Continent Pokémon,Dodaitoseドダイトス,Torterra,389,525,95,109,105,75,85,56,grass,ground
"['Blaze', 'Iron Fist']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Chimp Pokémon,Hikozaruヒコザル,Chimchar,390,309,44,58,44,58,44,61,fire,
"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,Playful Pokémon,Moukazaruモウカザル,Monferno,391,405,64,78,52,78,52,81,fire,fighting
"['Blaze', 'Iron Fist']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,Flame Pokémon,Goukazaruゴウカザル,Infernape,392,534,76,104,71,104,71,108,fire,fighting
"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Penguin Pokémon,Pochamaポッチャマ,Piplup,393,314,53,51,53,61,56,40,water,
"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Penguin Pokémon,Pottaishiポッタイシ,Prinplup,394,405,64,66,68,81,76,50,water,
"['Torrent', 'Defiant']",0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,Emperor Pokémon,Emperteエンペルト,Empoleon,395,530,84,86,88,111,101,60,water,steel
"['Keen Eye', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Starling Pokémon,Mukkuruムックル,Starly,396,245,40,55,30,30,30,60,normal,flying
"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Starling Pokémon,Mukubirdムクバード,Staravia,397,340,55,75,50,40,40,80,normal,flying
"['Intimidate', 'Reckless']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Predator Pokémon,Mukuhawkムクホーク,Staraptor,398,485,85,120,70,50,60,100,normal,flying
"['Simple', 'Unaware', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Plump Mouse Pokémon,Bippaビッパ,Bidoof,399,250,59,45,40,35,40,31,normal,
"['Simple', 'Unaware', 'Moody']",1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,Beaver Pokémon,Beadaruビーダル,Bibarel,400,410,79,85,60,55,60,71,normal,water
"['Shed Skin', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,Cricket Pokémon,Korobohshiコロボーシ,Kricketot,401,194,37,25,41,25,41,25,bug,
"['Swarm', 'Technician']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,Cricket Pokémon,Korotockコロトック,Kricketune,402,384,77,85,51,55,51,65,bug,
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,Flash Pokémon,Kolinkコリンク,Shinx,403,263,45,65,34,40,34,45,electric,
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,Spark Pokémon,Luxioルクシオ,Luxio,404,363,60,85,49,60,49,60,electric,
"['Rivalry', 'Intimidate', 'Guts']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,Gleam Eyes Pokémon,Rentorarレントラー,Luxray,405,523,80,120,79,95,79,70,electric,
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,Bud Pokémon,Subomieスボミー,Budew,406,280,40,30,35,50,70,55,grass,poison
"['Natural Cure', 'Poison Point', 'Technician']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,Bouquet Pokémon,Roseradeロズレイド,Roserade,407,515,60,70,65,125,105,90,grass,poison
"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,Head Butt Pokémon,Zugaidosズガイドス,Cranidos,408,350,67,125,40,30,30,58,rock,
"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,Head Butt Pokémon,Rampaldラムパルド,Rampardos,409,495,97,165,60,65,50,58,rock,
"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,Shield Pokémon,Tatetopsタテトプス,Shieldon,410,350,30,42,118,42,88,30,rock,steel
"['Sturdy', 'Soundproof']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,Shield Pokémon,Toridepsトリデプス,Bastiodon,411,495,60,52,168,47,138,30,rock,steel
"['Shed Skin', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,Bagworm Pokémon,Minomucchiミノムッチ,Burmy,412,224,40,29,45,29,45,36,bug,
"['Anticipation', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,Bagworm Pokémon,Minomadam (kusaki No Mino)ミノマダム,Wormadam,413,424,60,69,95,69,95,36,bug,grass
"['Swarm', 'Tinted Lens']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,Moth Pokémon,Gamaleガーメイル,Mothim,414,424,70,94,50,94,50,66,bug,flying
"['Honey Gather', 'Hustle']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,Tiny Bee Pokémon,Mitsuhoneyミツハニー,Combee,415,244,30,30,42,30,42,70,bug,flying
"['Pressure', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,Beehive Pokémon,Beequenビークイン,Vespiquen,416,474,70,80,102,80,102,40,bug,flying
"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,EleSquirrel Pokémon,Pachirisuパチリス,Pachirisu,417,405,60,45,70,45,90,95,electric,
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Sea Weasel Pokémon,Buoyselブイゼル,Buizel,418,330,55,65,35,60,30,85,water,
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Sea Weasel Pokémon,Floazelフローゼル,Floatzel,419,495,85,105,55,85,50,115,water,
['Chlorophyll'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Cherry Pokémon,Cherinboチェリンボ,Cherubi,420,275,45,35,45,62,53,35,grass,
['Flower Gift'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Blossom Pokémon,Cherrimチェリム,Cherrim,421,450,70,60,70,87,78,85,grass,
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Sea Slug Pokémon,Karanakushiカラナクシ,Shellos,422,325,76,48,48,57,62,34,water,
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,Sea Slug Pokémon,Tritodonトリトドン,Gastrodon,423,475,111,83,68,92,82,39,water,ground
"['Technician', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Long Tail Pokémon,Etebothエテボース,Ambipom,424,482,75,100,66,60,66,115,normal,
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,Balloon Pokémon,Fuwanteフワンテ,Drifloon,425,348,90,50,34,60,44,70,ghost,flying
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,Blimp Pokémon,Fuwarideフワライド,Drifblim,426,498,150,80,44,90,54,80,ghost,flying
"['Run Away', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Rabbit Pokémon,Mimirolミミロル,Buneary,427,350,55,66,44,44,56,85,normal,
"['Cute Charm', 'Klutz', 'Limber']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Rabbit Pokémon,Mimilopミミロップ,Lopunny,428,580,65,136,94,54,96,135,normal,
['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,Magical Pokémon,Mumargiムウマージ,Mismagius,429,495,60,60,60,105,105,105,ghost,
"['Insomnia', 'Super Luck', 'Moxie']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,Big Boss Pokémon,Dongkarasuドンカラス,Honchkrow,430,505,100,125,52,105,52,71,dark,flying
"['Limber', 'Own Tempo', 'Keen Eye']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Catty Pokémon,Nyarmarニャルマー,Glameow,431,310,49,55,42,42,37,85,normal,
"['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Tiger Cat Pokémon,Bunyattoブニャット,Purugly,432,452,71,82,64,64,59,112,normal,
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Bell Pokémon,Lisyanリーシャン,Chingling,433,285,45,30,50,65,50,45,psychic,
"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,Skunk Pokémon,Skunpuuスカンプー,Stunky,434,329,63,63,47,41,41,74,poison,dark
"['Stench', 'Aftermath', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,Skunk Pokémon,Skutankスカタンク,Skuntank,435,479,103,93,67,71,61,84,poison,dark
"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,Bronze Pokémon,Dohmirrorドーミラー,Bronzor,436,300,57,24,86,24,86,23,steel,psychic
"['Levitate', 'Heatproof', 'Heavy Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,Bronze Bell Pokémon,Dohtakunドータクン,Bronzong,437,500,67,89,116,79,116,33,steel,psychic
"['Sturdy', 'Rock Head', 'Rattled']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,Bonsai Pokémon,Usohachiウソハチ,Bonsly,438,290,50,80,95,10,45,10,rock,
"['Soundproof', 'Filter', 'Technician']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,Mime Pokémon,Maneneマネネ,Mime Jr.,439,310,20,25,45,70,90,60,psychic,fairy
"['Natural Cure', 'Serene Grace', 'Friend Guard']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Playhouse Pokémon,Pinpukuピンプク,Happiny,440,220,100,5,5,15,65,30,normal,
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Music Note Pokémon,Perapペラップ,Chatot,441,411,76,65,45,92,42,91,normal,flying
"['Pressure', 'Infiltrator']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,Forbidden Pokémon,Mikarugeミカルゲ,Spiritomb,442,485,50,92,108,92,108,35,ghost,dark
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,Land Shark Pokémon,Fukamaruフカマル,Gible,443,300,58,70,45,40,45,42,dragon,ground
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,Cave Pokémon,Gabiteガバイト,Gabite,444,410,68,90,65,50,55,82,dragon,ground
"['Sand Veil', 'Rough Skin']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,Mach Pokémon,Gaburiasガブリアス,Garchomp,445,700,108,170,115,120,95,92,dragon,ground
"['Pickup', 'Thick Fat', 'Gluttony']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Big Eater Pokémon,Gonbeゴンベ,Munchlax,446,390,135,85,40,40,85,5,normal,
"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Emanation Pokémon,Rioluリオル,Riolu,447,285,40,70,40,35,40,60,fighting,
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,Aura Pokémon,Lucarioルカリオ,Lucario,448,625,70,145,88,140,70,112,fighting,steel
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,Hippo Pokémon,Hippopotasヒポポタス,Hippopotas,449,330,68,72,78,38,42,32,ground,
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,Heavyweight Pokémon,Kabaldonカバルドン,Hippowdon,450,525,108,112,118,68,72,47,ground,
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,Scorpion Pokémon,Scorupiスコルピ,Skorupi,451,330,40,50,90,30,55,65,poison,bug
"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,Ogre Scorp Pokémon,Dorapionドラピオン,Drapion,452,500,70,90,110,60,75,95,poison,dark
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,Toxic Mouth Pokémon,Gureggruグレッグル,Croagunk,453,300,48,61,40,61,40,50,poison,fighting
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,Toxic Mouth Pokémon,Dokurogドクロッグ,Toxicroak,454,490,83,106,65,86,65,85,poison,fighting
['Levitate'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Bug Catcher Pokémon,Muskippaマスキッパ,Carnivine,455,454,74,100,72,90,72,46,grass,
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Wing Fish Pokémon,Keikouoケイコウオ,Finneon,456,330,49,49,56,49,61,66,water,
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Neon Pokémon,Neolantネオラント,Lumineon,457,460,69,69,76,69,86,91,water,
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,Kite Pokémon,Tamantaタマンタ,Mantyke,458,345,45,20,50,60,120,50,water,flying
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,Frosted Tree Pokémon,Yukikaburiユキカブリ,Snover,459,334,60,62,50,62,60,40,grass,ice
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,Frosted Tree Pokémon,Yukinoohユキノオー,Abomasnow,460,594,90,132,105,132,105,30,grass,ice
"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,Sharp Claw Pokémon,Manyulaマニューラ,Weavile,461,510,70,120,65,45,85,125,dark,ice
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,Magnet Area Pokémon,Jibacoilジバコイル,Magnezone,462,535,70,70,115,130,90,60,electric,steel
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Licking Pokémon,Berobeltベロベルト,Lickilicky,463,515,110,85,95,80,95,50,normal,
"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,Drill Pokémon,Dosidonドサイドン,Rhyperior,464,535,115,140,130,55,55,40,ground,rock
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Vine Pokémon,Mojumboモジャンボ,Tangrowth,465,535,100,100,125,110,50,50,grass,
"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,Thunderbolt Pokémon,Elekibleエレキブル,Electivire,466,540,75,123,67,95,85,95,electric,
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Blast Pokémon,Booburnブーバーン,Magmortar,467,540,75,95,67,125,95,83,fire,
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,Jubilee Pokémon,Togekissトゲキッス,Togekiss,468,545,85,50,95,120,115,80,fairy,flying
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,Ogre Darner Pokémon,Megayanmaメガヤンマ,Yanmega,469,515,86,76,86,116,56,95,bug,flying
"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Verdant Pokémon,Leafiaリーフィア,Leafeon,470,525,65,110,130,60,65,95,grass,
"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,Fresh Snow Pokémon,Glaciaグレイシア,Glaceon,471,525,65,60,110,130,95,65,ice,
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,Fang Scorp Pokémon,Glionグライオン,Gliscor,472,510,75,95,125,45,75,95,ground,flying
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,Twin Tusk Pokémon,Mammooマンムー,Mamoswine,473,530,110,130,80,70,60,80,ice,ground
"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Virtual Pokémon,Porygon-zポリゴンＺ,Porygon-Z,474,535,85,80,70,135,75,90,normal,
"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,Blade Pokémon,Erureidoエルレイド,Gallade,475,618,68,165,95,65,115,110,psychic,fighting
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,Compass Pokémon,Dainoseダイノーズ,Probopass,476,525,60,55,145,75,150,40,rock,steel
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,Gripper Pokémon,Yonoirヨノワール,Dusknoir,477,525,45,100,135,65,135,45,ghost,
"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,Snow Land Pokémon,Yukimenokoユキメノコ,Froslass,478,480,70,80,70,80,70,110,ice,ghost
['Levitate'],0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,Plasma Pokémon,Rotomロトム,Rotom,479,520,50,65,107,105,107,86,electric,ghost
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Knowledge Pokémon,Yuxieユクシー,Uxie,480,580,75,75,130,75,130,95,psychic,
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Emotion Pokémon,Emritエムリット,Mesprit,481,580,80,105,105,105,105,80,psychic,
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Willpower Pokémon,Agnomeアグノム,Azelf,482,580,75,125,70,125,70,115,psychic,
"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,Temporal Pokémon,Dialgaディアルガ,Dialga,483,680,100,120,120,150,100,90,steel,dragon
"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,Spatial Pokémon,Palkiaパルキア,Palkia,484,680,90,120,100,150,120,100,water,dragon
"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,Lava Dome Pokémon,Heatranヒードラン,Heatran,485,600,91,90,106,130,106,77,fire,steel
['Slow Start'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Colossal Pokémon,Regigigasレジギガス,Regigigas,486,670,110,160,110,80,110,100,normal,
"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,Renegade Pokémon,Giratina (another Forme)ギラティナ,Giratina,487,680,150,120,100,120,100,90,ghost,dragon
